int rst,int start,int in,int out,int error,int done
0,0,0,0,1,1
0,0,0,0,1,1
0,0,9346,0,1,1
0,1,9346,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,96,0,1
0,0,0,96,0,1
0,0,0,96,0,1
0,0,0,96,0,1
0,0,0,96,0,1
0,0,0,96,0,1
0,0,0,96,0,1
0,0,0,96,0,1
0,0,0,96,0,1
0,0,0,96,0,1
0,0,0,96,0,1
0,0,0,96,0,1
0,0,0,96,0,1
0,0,0,96,0,1
0,0,0,96,0,1
0,0,0,96,0,1
0,0,0,96,0,1
0,0,0,96,0,1
0,0,0,96,0,1
0,0,0,96,0,1
0,0,0,96,0,1
0,0,0,96,0,1
0,0,0,96,0,1
0,0,0,96,0,1
0,0,0,96,0,1
