int rst,int start,int in,int out,int error,int done
0,0,0,0,1,1
0,0,0,0,1,1
0,0,61598,0,1,1
0,1,61598,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,248,0,1
0,0,0,248,0,1
0,0,0,248,0,1
0,0,0,248,0,1
0,0,0,248,0,1
0,0,0,248,0,1
0,0,0,248,0,1
0,0,0,248,0,1
0,0,0,248,0,1
0,0,0,248,0,1
0,0,0,248,0,1
0,0,0,248,0,1
0,0,0,248,0,1
0,0,0,248,0,1
0,0,0,248,0,1
0,0,0,248,0,1
0,0,0,248,0,1
0,0,0,248,0,1
0,0,0,248,0,1
0,0,0,248,0,1
0,0,0,248,0,1
0,0,0,248,0,1
0,0,0,248,0,1
0,0,0,248,0,1
0,0,0,248,0,1
