int rst,int start,int in,int out,int error,int done
0,0,0,0,1,1
0,0,0,0,1,1
0,0,28408,0,1,1
0,1,28408,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,168,0,1
0,0,0,168,0,1
0,0,0,168,0,1
0,0,0,168,0,1
0,0,0,168,0,1
0,0,0,168,0,1
0,0,0,168,0,1
0,0,0,168,0,1
0,0,0,168,0,1
0,0,0,168,0,1
0,0,0,168,0,1
0,0,0,168,0,1
0,0,0,168,0,1
0,0,0,168,0,1
0,0,0,168,0,1
0,0,0,168,0,1
0,0,0,168,0,1
0,0,0,168,0,1
0,0,0,168,0,1
0,0,0,168,0,1
0,0,0,168,0,1
0,0,0,168,0,1
0,0,0,168,0,1
0,0,0,168,0,1
0,0,0,168,0,1
