int rst,int start,int in,int out,int error,int done
0,0,0,0,1,1
0,0,0,0,1,1
0,0,51597,0,1,1
0,1,51597,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,227,0,1
0,0,0,227,0,1
0,0,0,227,0,1
0,0,0,227,0,1
0,0,0,227,0,1
0,0,0,227,0,1
0,0,0,227,0,1
0,0,0,227,0,1
0,0,0,227,0,1
0,0,0,227,0,1
0,0,0,227,0,1
0,0,0,227,0,1
0,0,0,227,0,1
0,0,0,227,0,1
0,0,0,227,0,1
0,0,0,227,0,1
0,0,0,227,0,1
0,0,0,227,0,1
0,0,0,227,0,1
0,0,0,227,0,1
0,0,0,227,0,1
0,0,0,227,0,1
0,0,0,227,0,1
0,0,0,227,0,1
0,0,0,227,0,1
