int rst,int start,int in,int out,int error,int done
0,0,0,0,1,1
0,0,0,0,1,1
0,0,53909,0,1,1
0,1,53909,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,232,0,1
0,0,0,232,0,1
0,0,0,232,0,1
0,0,0,232,0,1
0,0,0,232,0,1
0,0,0,232,0,1
0,0,0,232,0,1
0,0,0,232,0,1
0,0,0,232,0,1
0,0,0,232,0,1
0,0,0,232,0,1
0,0,0,232,0,1
0,0,0,232,0,1
0,0,0,232,0,1
0,0,0,232,0,1
0,0,0,232,0,1
0,0,0,232,0,1
0,0,0,232,0,1
0,0,0,232,0,1
0,0,0,232,0,1
0,0,0,232,0,1
0,0,0,232,0,1
0,0,0,232,0,1
0,0,0,232,0,1
0,0,0,232,0,1
