int rst,int start,int in,int out,int error,int done
0,0,0,0,1,1
0,0,0,0,1,1
0,0,12632,0,1,1
0,1,12632,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,112,0,1
0,0,0,112,0,1
0,0,0,112,0,1
0,0,0,112,0,1
0,0,0,112,0,1
0,0,0,112,0,1
0,0,0,112,0,1
0,0,0,112,0,1
0,0,0,112,0,1
0,0,0,112,0,1
0,0,0,112,0,1
0,0,0,112,0,1
0,0,0,112,0,1
0,0,0,112,0,1
0,0,0,112,0,1
0,0,0,112,0,1
0,0,0,112,0,1
0,0,0,112,0,1
0,0,0,112,0,1
0,0,0,112,0,1
0,0,0,112,0,1
0,0,0,112,0,1
0,0,0,112,0,1
0,0,0,112,0,1
0,0,0,112,0,1
