int rst,int start,int in,int out,int error,int done
0,0,0,240,0,1
0,0,0,240,0,1
1,0,0,0,0,0
0,0,0,0,0,0
0,1,58,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,7,0,1
0,0,0,7,0,1
0,0,0,7,0,1
0,0,0,7,0,1
0,1,-23548,7,0,1
0,0,0,0,1,1
0,0,0,0,1,1
0,1,-22944,0,1,1
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,1,1
0,1,2746,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,52,0,1
0,0,0,52,0,1
0,0,0,52,0,1
0,0,0,52,0,1
0,0,0,52,0,1
0,0,0,52,0,1
