int rst,int start,int in,int out,int error,int done
0,0,0,171,0,1
0,0,0,171,0,1
1,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,1,50874,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,1,-56853,225,0,1
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,1,1
0,1,1197,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,34,0,1
0,0,0,34,0,1
0,0,0,34,0,1
0,0,0,34,0,1
0,0,0,34,0,1
0,0,0,34,0,1
0,0,0,34,0,1
0,0,0,34,0,1
0,0,0,34,0,1
