int rst,int start,int in,int out,int error,int done
0,0,0,78,0,1
0,0,0,78,0,1
1,0,0,0,0,0
0,0,0,0,0,0
0,1,35744,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,189,0,1
0,0,0,189,0,1
0,1,2147484125,189,0,1
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,1,1
0,1,30046,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,173,0,1
0,0,0,173,0,1
0,0,0,173,0,1
0,0,0,173,0,1
0,0,0,173,0,1
0,0,0,173,0,1
0,0,0,173,0,1
0,0,0,173,0,1
0,0,0,173,0,1
