int rst,int start,int in,int out,int error,int done
0,0,0,0,1,1
0,0,0,0,1,1
0,0,51457,0,1,1
0,1,51457,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,226,0,1
0,0,0,226,0,1
0,0,0,226,0,1
0,0,0,226,0,1
0,0,0,226,0,1
0,0,0,226,0,1
0,0,0,226,0,1
0,0,0,226,0,1
0,0,0,226,0,1
0,0,0,226,0,1
0,0,0,226,0,1
0,0,0,226,0,1
0,0,0,226,0,1
0,0,0,226,0,1
0,0,0,226,0,1
0,0,0,226,0,1
0,0,0,226,0,1
0,0,0,226,0,1
0,0,0,226,0,1
0,0,0,226,0,1
0,0,0,226,0,1
0,0,0,226,0,1
0,0,0,226,0,1
0,0,0,226,0,1
0,0,0,226,0,1
