int rst,int start,int in,int out,int error,int done
0,0,0,0,1,1
0,0,0,0,1,1
0,0,60454,0,1,1
0,1,60454,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,245,0,1
0,0,0,245,0,1
0,0,0,245,0,1
0,0,0,245,0,1
0,0,0,245,0,1
0,0,0,245,0,1
0,0,0,245,0,1
0,0,0,245,0,1
0,0,0,245,0,1
0,0,0,245,0,1
0,0,0,245,0,1
0,0,0,245,0,1
0,0,0,245,0,1
0,0,0,245,0,1
0,0,0,245,0,1
0,0,0,245,0,1
0,0,0,245,0,1
0,0,0,245,0,1
0,0,0,245,0,1
0,0,0,245,0,1
0,0,0,245,0,1
0,0,0,245,0,1
0,0,0,245,0,1
0,0,0,245,0,1
0,0,0,245,0,1
