int rst,int start,int in,int out,int error,int done
0,0,0,0,1,1
0,0,0,0,1,1
0,0,50702,0,1,1
0,1,50702,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
0,0,0,225,0,1
