int rst,int start,int in,int out,int error,int done
0,0,0,0,1,1
0,0,0,0,1,1
0,0,18456,0,1,1
0,1,18456,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,135,0,1
0,0,0,135,0,1
0,0,0,135,0,1
0,0,0,135,0,1
0,0,0,135,0,1
0,0,0,135,0,1
0,0,0,135,0,1
0,0,0,135,0,1
0,0,0,135,0,1
0,0,0,135,0,1
0,0,0,135,0,1
0,0,0,135,0,1
0,0,0,135,0,1
0,0,0,135,0,1
0,0,0,135,0,1
0,0,0,135,0,1
0,0,0,135,0,1
0,0,0,135,0,1
0,0,0,135,0,1
0,0,0,135,0,1
0,0,0,135,0,1
0,0,0,135,0,1
0,0,0,135,0,1
0,0,0,135,0,1
0,0,0,135,0,1
