int rst,int start,int in,int out,int error,int done
0,0,0,0,1,1
0,0,0,0,1,1
0,0,25363,0,1,1
0,1,25363,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,159,0,1
0,0,0,159,0,1
0,0,0,159,0,1
0,0,0,159,0,1
0,0,0,159,0,1
0,0,0,159,0,1
0,0,0,159,0,1
0,0,0,159,0,1
0,0,0,159,0,1
0,0,0,159,0,1
0,0,0,159,0,1
0,0,0,159,0,1
0,0,0,159,0,1
0,0,0,159,0,1
0,0,0,159,0,1
0,0,0,159,0,1
0,0,0,159,0,1
0,0,0,159,0,1
0,0,0,159,0,1
0,0,0,159,0,1
0,0,0,159,0,1
0,0,0,159,0,1
0,0,0,159,0,1
0,0,0,159,0,1
0,0,0,159,0,1
