int rst,int start,int in,int out,int error,int done
0,0,0,0,1,1
0,0,0,0,1,1
0,0,1890,0,1,1
0,1,1890,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,43,0,1
0,0,0,43,0,1
0,0,0,43,0,1
0,0,0,43,0,1
0,0,0,43,0,1
0,0,0,43,0,1
0,0,0,43,0,1
0,0,0,43,0,1
0,0,0,43,0,1
0,0,0,43,0,1
0,0,0,43,0,1
0,0,0,43,0,1
0,0,0,43,0,1
0,0,0,43,0,1
0,0,0,43,0,1
0,0,0,43,0,1
0,0,0,43,0,1
0,0,0,43,0,1
0,0,0,43,0,1
0,0,0,43,0,1
0,0,0,43,0,1
0,0,0,43,0,1
0,0,0,43,0,1
0,0,0,43,0,1
0,0,0,43,0,1
