int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
32,17523,33638,17523,1,0
0,16925,1063,17988,0,0
8,28281,26897,0,0,0
30,42594,1,1,1,0
