int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
31,7757,18520,7757,1,0
1,64794,24,64770,0,0
28,6946,33877,0,0,0
30,59643,8483,1,1,0
32,39590,50494,39590,1,0
29,32202,19313,0,0,0
9,57069,2103,0,0,0
28,1759,28822,0,0,0
