int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
31,7196,32917,7196,1,0
26,33233,17,0,0,0
8,13351,19,0,0,0
26,51523,29922,0,0,0
