int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
33,49864,61866,61866,0,0
25,3395,24,0,0,0
4,13569,28,0,0,0
8,27518,14,1,0,0
