int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
3,12921,54096,62329,0,0
9,58918,12358,920,0,0
26,25598,23109,0,0,0
30,56651,7,1,1,0
