int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
25,20773,64843,1,1,0
8,30463,25751,0,0,0
8,34338,26,0,0,0
1,7050,2,7048,0,0
