int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
1,17438,36037,4294948697,0,0
28,31719,31,1,1,0
25,30038,15,0,0,0
32,1933,12644,1933,1,0
