int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
4,8666,11205,8640,0,0
4,14087,13,5,0,0
29,34976,51038,0,0,0
31,20610,45088,20610,1,0
