int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
3,24547,29207,32759,0,0
8,34158,24076,8,0,0
4,60262,8,0,0,0
31,35140,27,27,0,0
