int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
9,26612,57416,103,0,0
25,29129,12083,0,0,0
25,53320,10,0,0,0
33,40418,16,40418,1,0
