int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
8,6445,57924,402,0,0
34,24822,15,24822,1,0
25,32334,1,0,0,0
25,32654,15,0,0,0
