int rst_n,int wr_en_i,int wr_data_i,int rd_data_o,int rd_error_o
1,0,1,1,0
1,1,0,1,0
1,0,0,0,0
1,1,16777215,0,0
1,0,16777215,16777215,0
1,0,16777215,16777215,0
1,1,16777215,16777215,0
1,1,42405,16777215,0
1,1,23130,42405,0
1,0,23130,23130,0
