int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,1,0,92,161,0,0,2
1,0,0,92,161,0,0,3
0,0,0,92,161,0,0,3
0,0,0,92,161,0,1,0
1,0,0,92,161,0,1,0
1,0,0,92,161,0,1,0
1,0,0,92,161,0,1,0
1,1,0,115,161,0,1,0
1,0,0,115,115,0,0,1
1,0,0,115,115,0,0,1
1,0,0,115,115,0,0,1
1,0,0,115,115,0,0,1
1,0,0,115,115,0,0,1
1,0,1,115,115,0,0,1
1,0,0,115,247,0,1,0
1,0,0,115,247,0,1,0
1,0,0,115,247,0,1,0
1,1,0,118,247,0,1,0
1,0,0,118,118,0,0,1
1,1,0,44,118,0,0,1
1,0,0,44,118,0,0,2
1,1,0,49,118,0,0,2
