int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,55,17,0,0,3
1,0,0,55,17,0,0,3
0,0,0,55,17,0,0,3
0,0,0,55,17,0,1,0
1,0,0,55,17,0,1,0
1,0,0,55,17,0,1,0
1,0,0,55,17,0,1,0
1,0,0,55,17,0,1,0
1,0,0,55,17,0,1,0
1,1,0,31,17,0,1,0
1,0,0,31,31,0,0,1
0,0,0,31,31,0,0,1
1,0,0,31,31,0,1,0
1,0,0,31,31,0,1,0
1,0,0,31,31,0,1,0
1,0,0,31,31,0,1,0
1,1,0,114,31,0,1,0
1,0,0,114,114,0,0,1
1,0,1,114,114,0,0,1
1,0,0,114,15,0,1,0
1,0,0,114,15,0,1,0
1,0,0,114,15,0,1,0
1,0,0,114,15,0,1,0
0,0,0,114,15,0,1,0
1,0,0,114,114,0,1,0
1,0,0,114,114,0,1,0
1,0,0,114,114,0,1,0
1,0,0,114,114,0,1,0
1,0,0,114,114,0,1,0
1,0,0,114,114,0,1,0
1,0,0,114,114,0,1,0
1,0,0,114,114,0,1,0
1,0,0,114,114,0,1,0
0,0,0,114,114,0,1,0
0,0,0,114,114,0,1,0
1,0,0,114,114,0,1,0
1,0,0,114,114,0,1,0
0,0,0,114,114,0,1,0
0,0,0,114,114,0,1,0
1,0,0,114,114,0,1,0
1,0,0,114,114,0,1,0
1,0,0,114,114,0,1,0
1,0,0,114,114,0,1,0
1,0,0,114,114,0,1,0
1,1,0,248,114,0,1,0
1,0,0,248,248,0,0,1
1,1,0,70,248,0,0,1
1,0,0,70,248,0,0,2
