int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,39,57,0,1,0
1,0,0,39,57,0,1,0
0,0,0,39,57,0,1,0
1,0,0,39,57,0,1,0
1,0,0,39,57,0,1,0
1,0,0,39,57,0,1,0
1,0,0,39,57,0,1,0
1,0,0,39,57,0,1,0
1,0,0,39,57,0,1,0
1,0,0,39,57,0,1,0
1,0,0,39,57,0,1,0
1,0,0,39,57,0,1,0
0,0,0,39,57,0,1,0
0,0,0,39,57,0,1,0
1,0,0,39,57,0,1,0
1,0,0,39,57,0,1,0
1,0,0,39,57,0,1,0
1,0,0,39,57,0,1,0
1,0,0,39,57,0,1,0
1,1,0,46,57,0,1,0
1,0,0,46,46,0,0,1
0,0,0,46,46,0,0,1
0,0,0,46,46,0,1,0
1,0,0,46,46,0,1,0
1,0,0,46,46,0,1,0
1,0,0,46,46,0,1,0
1,0,0,46,46,0,1,0
1,0,0,46,46,0,1,0
1,0,0,46,46,0,1,0
1,1,0,83,46,0,1,0
1,0,0,83,83,0,0,1
1,1,0,179,83,0,0,1
