int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,94,222,0,0,3
1,1,1,242,222,0,0,3
1,0,0,242,91,0,0,3
1,0,1,242,91,0,0,3
1,0,0,242,94,0,0,2
0,0,0,242,94,0,0,2
1,0,0,242,115,0,1,0
1,0,0,242,115,0,1,0
1,0,0,242,115,0,1,0
1,0,0,242,115,0,1,0
1,0,0,242,115,0,1,0
1,0,0,242,115,0,1,0
1,0,0,242,115,0,1,0
1,0,0,242,115,0,1,0
0,0,0,242,115,0,1,0
0,0,0,242,115,0,1,0
1,0,0,242,115,0,1,0
1,0,0,242,115,0,1,0
1,0,0,242,115,0,1,0
1,1,0,172,115,0,1,0
1,0,0,172,172,0,0,1
1,1,0,9,172,0,0,1
1,0,0,9,172,0,0,2
1,1,0,86,172,0,0,2
1,0,0,86,172,0,0,3
0,0,0,86,172,0,0,3
0,0,0,86,172,0,1,0
1,0,0,86,172,0,1,0
1,0,0,86,172,0,1,0
1,0,0,86,172,0,1,0
1,0,0,86,172,0,1,0
1,0,0,86,172,0,1,0
1,0,0,86,172,0,1,0
1,0,0,86,172,0,1,0
1,0,0,86,172,0,1,0
0,0,0,86,172,0,1,0
1,0,0,86,172,0,1,0
1,0,0,86,172,0,1,0
1,1,0,188,172,0,1,0
1,0,0,188,188,0,0,1
1,1,0,46,188,0,0,1
1,0,0,46,188,0,0,2
1,1,0,102,188,0,0,2
