int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,1,0,24,160,0,0,7
1,0,0,24,160,1,0,8
0,0,0,24,160,1,0,8
0,0,0,24,238,0,1,0
1,0,0,24,238,0,1,0
1,0,0,24,238,0,1,0
1,0,0,24,238,0,1,0
1,0,0,24,238,0,1,0
1,0,0,24,238,0,1,0
0,0,0,24,238,0,1,0
0,0,0,24,238,0,1,0
1,0,0,24,238,0,1,0
1,0,0,24,238,0,1,0
1,0,0,24,238,0,1,0
1,0,0,24,238,0,1,0
1,1,0,178,238,0,1,0
1,0,0,178,178,0,0,1
1,0,1,178,178,0,0,1
1,0,0,178,36,0,1,0
1,1,0,141,36,0,1,0
1,0,0,141,141,0,0,1
1,1,0,59,141,0,0,1
1,0,0,59,141,0,0,2
1,0,0,59,141,0,0,2
1,0,1,59,141,0,0,2
1,0,0,59,59,0,0,1
0,0,0,59,59,0,0,1
0,0,0,59,178,0,1,0
1,0,0,59,178,0,1,0
1,0,0,59,178,0,1,0
1,0,0,59,178,0,1,0
1,0,0,59,178,0,1,0
1,0,0,59,178,0,1,0
1,0,0,59,178,0,1,0
1,0,0,59,178,0,1,0
1,0,0,59,178,0,1,0
1,0,0,59,178,0,1,0
1,0,0,59,178,0,1,0
0,0,0,59,178,0,1,0
1,0,0,59,178,0,1,0
1,0,0,59,178,0,1,0
1,0,0,59,178,0,1,0
1,0,0,59,178,0,1,0
1,0,0,59,178,0,1,0
1,0,0,59,178,0,1,0
1,0,0,59,178,0,1,0
1,0,0,59,178,0,1,0
1,1,0,26,178,0,1,0
