int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,98,98,0,0,1
1,1,1,209,98,0,0,1
1,0,0,209,209,0,0,1
1,1,0,76,209,0,0,1
1,0,0,76,209,0,0,2
0,0,0,76,209,0,0,2
1,0,0,76,98,0,1,0
1,0,0,76,98,0,1,0
1,0,0,76,98,0,1,0
1,0,0,76,98,0,1,0
1,0,0,76,98,0,1,0
0,0,0,76,98,0,1,0
1,0,0,76,98,0,1,0
1,0,0,76,98,0,1,0
1,0,0,76,98,0,1,0
1,0,0,76,98,0,1,0
1,0,0,76,98,0,1,0
0,0,0,76,98,0,1,0
0,0,0,76,98,0,1,0
1,0,0,76,98,0,1,0
1,0,0,76,98,0,1,0
1,0,0,76,98,0,1,0
1,0,0,76,98,0,1,0
1,0,0,76,98,0,1,0
1,0,0,76,98,0,1,0
1,0,0,76,98,0,1,0
1,0,0,76,98,0,1,0
1,0,0,76,98,0,1,0
1,0,0,76,98,0,1,0
1,0,0,76,98,0,1,0
0,0,0,76,98,0,1,0
0,0,0,76,98,0,1,0
1,0,0,76,98,0,1,0
1,0,0,76,98,0,1,0
1,1,0,28,98,0,1,0
1,0,0,28,28,0,0,1
1,1,1,5,28,0,0,1
1,0,0,5,5,0,0,1
0,0,0,5,5,0,0,1
0,0,0,5,28,0,1,0
1,0,0,5,28,0,1,0
1,0,0,5,28,0,1,0
1,0,0,5,28,0,1,0
1,1,0,12,28,0,1,0
1,0,0,12,12,0,0,1
1,1,0,10,12,0,0,1
1,0,0,10,12,0,0,2
1,0,1,10,12,0,0,2
