int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,109,199,0,0,7
1,0,0,109,199,0,0,7
0,0,0,109,199,0,0,7
1,0,0,109,22,0,1,0
1,0,0,109,22,0,1,0
1,0,0,109,22,0,1,0
1,0,0,109,22,0,1,0
1,1,0,131,22,0,1,0
1,0,0,131,131,0,0,1
1,0,0,131,131,0,0,1
1,0,0,131,131,0,0,1
1,0,0,131,131,0,0,1
1,0,1,131,131,0,0,1
1,0,0,131,106,0,1,0
0,0,0,131,106,0,1,0
1,0,0,131,131,0,1,0
1,0,0,131,131,0,1,0
1,0,0,131,131,0,1,0
1,0,0,131,131,0,1,0
1,0,0,131,131,0,1,0
1,1,0,10,131,0,1,0
1,0,0,10,10,0,0,1
1,1,0,172,10,0,0,1
1,0,0,172,10,0,0,2
