int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,191,128,0,0,3
1,0,1,191,128,0,0,3
1,0,0,191,238,0,0,2
1,0,1,191,238,0,0,2
1,0,0,191,191,0,0,1
1,0,1,191,191,0,0,1
1,0,0,191,210,0,1,0
1,0,0,191,210,0,1,0
1,0,0,191,210,0,1,0
1,0,0,191,210,0,1,0
1,1,0,157,210,0,1,0
1,0,0,157,157,0,0,1
1,0,1,157,157,0,0,1
1,0,0,157,229,0,1,0
1,0,0,157,229,0,1,0
1,0,0,157,229,0,1,0
1,1,0,30,229,0,1,0
1,0,0,30,30,0,0,1
1,1,1,173,30,0,0,1
1,0,0,173,173,0,0,1
1,0,0,173,173,0,0,1
