int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,1,0,0,38,0,0,3
1,0,0,0,38,0,0,4
0,0,0,0,38,0,0,4
1,0,0,0,38,0,1,0
1,0,0,0,38,0,1,0
1,0,0,0,38,0,1,0
1,0,0,0,38,0,1,0
1,1,0,71,38,0,1,0
1,0,0,71,71,0,0,1
1,0,1,71,71,0,0,1
1,0,0,71,76,0,1,0
0,0,0,71,76,0,1,0
0,0,0,71,71,0,1,0
1,0,0,71,71,0,1,0
1,0,0,71,71,0,1,0
1,0,0,71,71,0,1,0
1,1,0,100,71,0,1,0
1,0,0,100,100,0,0,1
1,1,0,123,100,0,0,1
1,0,0,123,100,0,0,2
1,0,1,123,100,0,0,2
1,0,0,123,123,0,0,1
0,0,0,123,123,0,0,1
0,0,0,123,100,0,1,0
1,0,0,123,100,0,1,0
1,0,0,123,100,0,1,0
1,0,0,123,100,0,1,0
1,0,0,123,100,0,1,0
1,0,0,123,100,0,1,0
1,0,0,123,100,0,1,0
1,1,0,166,100,0,1,0
1,0,0,166,166,0,0,1
1,1,0,119,166,0,0,1
