int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,39,104,0,0,3
1,0,1,39,104,0,0,3
1,0,0,39,226,0,0,2
1,0,1,39,226,0,0,2
1,0,0,39,39,0,0,1
0,0,0,39,39,0,0,1
0,0,0,39,104,0,1,0
1,0,0,39,104,0,1,0
1,0,0,39,104,0,1,0
1,0,0,39,104,0,1,0
1,0,0,39,104,0,1,0
1,0,0,39,104,0,1,0
1,0,0,39,104,0,1,0
1,0,0,39,104,0,1,0
1,0,0,39,104,0,1,0
0,0,0,39,104,0,1,0
1,0,0,39,104,0,1,0
1,0,0,39,104,0,1,0
1,0,0,39,104,0,1,0
1,0,0,39,104,0,1,0
1,0,0,39,104,0,1,0
1,1,0,234,104,0,1,0
1,0,0,234,234,0,0,1
1,0,1,234,234,0,0,1
1,0,0,234,226,0,1,0
1,0,0,234,226,0,1,0
1,0,0,234,226,0,1,0
1,0,0,234,226,0,1,0
1,0,0,234,226,0,1,0
1,0,0,234,226,0,1,0
1,0,0,234,226,0,1,0
1,1,0,46,226,0,1,0
1,0,0,46,46,0,0,1
1,0,1,46,46,0,0,1
1,0,0,46,39,0,1,0
1,0,0,46,39,0,1,0
1,0,0,46,39,0,1,0
1,0,0,46,39,0,1,0
1,0,0,46,39,0,1,0
1,1,0,121,39,0,1,0
1,0,0,121,121,0,0,1
0,0,0,121,121,0,0,1
1,0,0,121,234,0,1,0
1,0,0,121,234,0,1,0
1,0,0,121,234,0,1,0
1,0,0,121,234,0,1,0
1,1,0,7,234,0,1,0
1,0,0,7,7,0,0,1
1,0,1,7,7,0,0,1
1,0,0,7,46,0,1,0
1,0,0,7,46,0,1,0
1,0,0,7,46,0,1,0
1,0,0,7,46,0,1,0
1,1,0,163,46,0,1,0
1,0,0,163,163,0,0,1
1,1,0,123,163,0,0,1
1,0,0,123,163,0,0,2
1,1,0,13,163,0,0,2
