int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,26,26,0,0,1
1,0,0,26,26,0,0,1
0,0,0,26,26,0,0,1
0,0,0,26,26,0,1,0
1,0,0,26,26,0,1,0
1,0,0,26,26,0,1,0
1,0,0,26,26,0,1,0
0,0,0,26,26,0,1,0
1,0,0,26,26,0,1,0
1,0,0,26,26,0,1,0
1,1,0,71,26,0,1,0
1,0,0,71,71,0,0,1
1,1,0,1,71,0,0,1
1,0,0,1,71,0,0,2
1,1,0,137,71,0,0,2
1,0,0,137,71,0,0,3
1,1,1,255,71,0,0,3
1,0,0,255,1,0,0,3
0,0,0,255,1,0,0,3
0,0,0,255,71,0,1,0
1,0,0,255,71,0,1,0
1,0,0,255,71,0,1,0
1,0,0,255,71,0,1,0
1,0,0,255,71,0,1,0
1,0,0,255,71,0,1,0
1,0,0,255,71,0,1,0
0,0,0,255,71,0,1,0
1,0,0,255,71,0,1,0
1,0,0,255,71,0,1,0
1,0,0,255,71,0,1,0
0,0,0,255,71,0,1,0
0,0,0,255,71,0,1,0
1,0,0,255,71,0,1,0
1,0,0,255,71,0,1,0
1,0,0,255,71,0,1,0
1,1,0,121,71,0,1,0
1,0,0,121,121,0,0,1
1,0,0,121,121,0,0,1
1,0,0,121,121,0,0,1
1,0,0,121,121,0,0,1
