int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,230,105,0,0,2
1,0,0,230,105,0,0,2
1,0,1,230,105,0,0,2
1,0,0,230,230,0,0,1
1,0,1,230,230,0,0,1
1,0,0,230,144,0,1,0
1,0,0,230,144,0,1,0
1,0,0,230,144,0,1,0
1,0,0,230,144,0,1,0
1,0,0,230,144,0,1,0
1,0,0,230,144,0,1,0
1,0,0,230,144,0,1,0
1,1,0,88,144,0,1,0
1,0,0,88,88,0,0,1
1,0,0,88,88,0,0,1
1,0,0,88,88,0,0,1
1,0,1,88,88,0,0,1
1,0,0,88,157,0,1,0
1,1,0,128,157,0,1,0
1,0,0,128,128,0,0,1
1,1,0,120,128,0,0,1
1,0,0,120,128,0,0,2
1,1,0,20,128,0,0,2
