int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,19,108,0,0,2
1,1,1,107,108,0,0,2
1,0,0,107,19,0,0,2
1,1,0,106,19,0,0,2
1,0,0,106,19,0,0,3
0,0,0,106,19,0,0,3
1,0,0,106,106,0,1,0
1,0,0,106,106,0,1,0
1,0,0,106,106,0,1,0
1,1,0,112,106,0,1,0
1,0,0,112,112,0,0,1
1,1,0,194,112,0,0,1
1,0,0,194,112,0,0,2
1,1,0,185,112,0,0,2
1,0,0,185,112,0,0,3
0,0,0,185,112,0,0,3
1,0,0,185,112,0,1,0
1,0,0,185,112,0,1,0
1,0,0,185,112,0,1,0
1,0,0,185,112,0,1,0
1,1,0,44,112,0,1,0
1,0,0,44,44,0,0,1
0,0,0,44,44,0,0,1
1,0,0,44,44,0,1,0
1,0,0,44,44,0,1,0
1,0,0,44,44,0,1,0
1,0,0,44,44,0,1,0
1,0,0,44,44,0,1,0
0,0,0,44,44,0,1,0
1,0,0,44,44,0,1,0
1,0,0,44,44,0,1,0
1,0,0,44,44,0,1,0
1,0,0,44,44,0,1,0
1,0,0,44,44,0,1,0
1,1,0,215,44,0,1,0
1,0,0,215,215,0,0,1
1,1,0,30,215,0,0,1
1,0,0,30,215,0,0,2
1,1,0,121,215,0,0,2
1,0,0,121,215,0,0,3
1,0,1,121,215,0,0,3
1,0,0,121,30,0,0,2
0,0,0,121,30,0,0,2
0,0,0,121,215,0,1,0
1,0,0,121,215,0,1,0
1,0,0,121,215,0,1,0
1,0,0,121,215,0,1,0
1,0,0,121,215,0,1,0
0,0,0,121,215,0,1,0
1,0,0,121,215,0,1,0
1,0,0,121,215,0,1,0
1,0,0,121,215,0,1,0
1,0,0,121,215,0,1,0
1,0,0,121,215,0,1,0
1,0,0,121,215,0,1,0
1,0,0,121,215,0,1,0
1,0,0,121,215,0,1,0
1,0,0,121,215,0,1,0
