int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,1,0,63,213,0,0,1
1,0,0,63,213,0,0,2
0,0,0,63,213,0,0,2
1,0,0,63,192,0,1,0
1,0,0,63,192,0,1,0
1,0,0,63,192,0,1,0
0,0,0,63,192,0,1,0
1,0,0,63,192,0,1,0
1,0,0,63,192,0,1,0
1,1,0,2,192,0,1,0
1,0,0,2,2,0,0,1
1,1,0,27,2,0,0,1
1,0,0,27,2,0,0,2
1,1,0,233,2,0,0,2
1,0,0,233,2,0,0,3
1,0,1,233,2,0,0,3
1,0,0,233,27,0,0,2
1,0,1,233,27,0,0,2
1,0,0,233,233,0,0,1
1,0,1,233,233,0,0,1
1,0,0,233,89,0,1,0
1,1,0,1,89,0,1,0
1,0,0,1,1,0,0,1
1,0,1,1,1,0,0,1
1,0,0,1,102,0,1,0
1,0,0,1,102,0,1,0
1,0,0,1,102,0,1,0
1,0,0,1,102,0,1,0
1,0,0,1,102,0,1,0
1,0,0,1,102,0,1,0
1,0,0,1,102,0,1,0
1,0,0,1,102,0,1,0
1,0,0,1,102,0,1,0
