int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,197,189,0,0,3
1,0,0,197,189,0,0,3
0,0,0,197,189,0,0,3
1,0,0,197,189,0,1,0
1,0,0,197,189,0,1,0
0,0,0,197,189,0,1,0
1,0,0,197,189,0,1,0
1,0,0,197,189,0,1,0
1,0,0,197,189,0,1,0
0,0,0,197,189,0,1,0
1,0,0,197,189,0,1,0
1,0,0,197,189,0,1,0
1,0,0,197,189,0,1,0
1,0,0,197,189,0,1,0
1,0,0,197,189,0,1,0
1,0,0,197,189,0,1,0
1,0,0,197,189,0,1,0
1,0,0,197,189,0,1,0
0,0,0,197,189,0,1,0
1,0,0,197,189,0,1,0
1,0,0,197,189,0,1,0
1,0,0,197,189,0,1,0
1,0,0,197,189,0,1,0
1,1,0,165,189,0,1,0
1,0,0,165,165,0,0,1
1,1,0,7,165,0,0,1
1,0,0,7,165,0,0,2
1,1,0,203,165,0,0,2
