int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,141,153,0,0,3
1,0,0,141,153,0,0,3
0,0,0,141,153,0,0,3
0,0,0,141,83,0,1,0
1,0,0,141,83,0,1,0
1,0,0,141,83,0,1,0
1,0,0,141,83,0,1,0
1,0,0,141,83,0,1,0
1,0,0,141,83,0,1,0
1,0,0,141,83,0,1,0
1,0,0,141,83,0,1,0
0,0,0,141,83,0,1,0
1,0,0,141,83,0,1,0
1,0,0,141,83,0,1,0
1,0,0,141,83,0,1,0
1,0,0,141,83,0,1,0
1,0,0,141,83,0,1,0
1,0,0,141,83,0,1,0
1,0,0,141,83,0,1,0
1,1,0,168,83,0,1,0
1,0,0,168,168,0,0,1
1,1,0,116,168,0,0,1
1,0,0,116,168,0,0,2
1,0,1,116,168,0,0,2
1,0,0,116,116,0,0,1
1,0,1,116,116,0,0,1
1,0,0,116,153,0,1,0
1,1,0,147,153,0,1,0
1,0,0,147,147,0,0,1
1,0,0,147,147,0,0,1
1,0,0,147,147,0,0,1
1,1,0,182,147,0,0,1
