int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,1,0,196,136,0,0,7
1,0,0,196,136,1,0,8
0,0,0,196,136,1,0,8
1,0,0,196,219,0,1,0
1,0,0,196,219,0,1,0
1,0,0,196,219,0,1,0
1,0,0,196,219,0,1,0
1,0,0,196,219,0,1,0
1,0,0,196,219,0,1,0
1,0,0,196,219,0,1,0
1,0,0,196,219,0,1,0
1,0,0,196,219,0,1,0
1,1,0,131,219,0,1,0
1,0,0,131,131,0,0,1
1,0,1,131,131,0,0,1
1,0,0,131,92,0,1,0
1,0,0,131,92,0,1,0
1,0,0,131,92,0,1,0
1,0,0,131,92,0,1,0
1,0,0,131,92,0,1,0
1,0,0,131,92,0,1,0
1,0,0,131,92,0,1,0
1,0,0,131,92,0,1,0
1,1,0,202,92,0,1,0
