int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,1,0,168,185,0,0,3
1,0,0,168,185,0,0,4
1,0,1,168,185,0,0,4
1,0,0,168,219,0,0,3
0,0,0,168,219,0,0,3
0,0,0,168,185,0,1,0
1,0,0,168,185,0,1,0
1,0,0,168,185,0,1,0
1,0,0,168,185,0,1,0
1,0,0,168,185,0,1,0
1,0,0,168,185,0,1,0
0,0,0,168,185,0,1,0
1,0,0,168,185,0,1,0
1,0,0,168,185,0,1,0
1,0,0,168,185,0,1,0
1,0,0,168,185,0,1,0
1,0,0,168,185,0,1,0
1,0,0,168,185,0,1,0
1,0,0,168,185,0,1,0
1,0,0,168,185,0,1,0
1,0,0,168,185,0,1,0
