int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,131,131,0,0,1
1,0,0,131,131,0,0,1
1,0,1,131,131,0,0,1
1,0,0,131,178,0,1,0
1,0,0,131,178,0,1,0
1,0,0,131,178,0,1,0
1,0,0,131,178,0,1,0
1,0,0,131,178,0,1,0
1,0,0,131,178,0,1,0
0,0,0,131,178,0,1,0
0,0,0,131,148,0,1,0
1,0,0,131,148,0,1,0
1,0,0,131,148,0,1,0
1,0,0,131,148,0,1,0
1,0,0,131,148,0,1,0
1,1,0,33,148,0,1,0
1,0,0,33,33,0,0,1
1,1,1,35,33,0,0,1
1,0,0,35,35,0,0,1
1,1,0,74,35,0,0,1
1,0,0,74,35,0,0,2
1,0,1,74,35,0,0,2
1,0,0,74,74,0,0,1
1,0,1,74,74,0,0,1
1,0,0,74,137,0,1,0
1,0,0,74,137,0,1,0
1,0,0,74,137,0,1,0
1,0,0,74,137,0,1,0
1,0,0,74,137,0,1,0
0,0,0,74,137,0,1,0
0,0,0,74,33,0,1,0
1,0,0,74,33,0,1,0
1,0,0,74,33,0,1,0
1,1,0,211,33,0,1,0
1,0,0,211,211,0,0,1
0,0,0,211,211,0,0,1
0,0,0,211,211,0,1,0
1,0,0,211,211,0,1,0
1,0,0,211,211,0,1,0
1,0,0,211,211,0,1,0
1,1,0,164,211,0,1,0
1,0,0,164,164,0,0,1
1,1,0,122,164,0,0,1
1,0,0,122,164,0,0,2
1,1,0,93,164,0,0,2
