int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,72,38,0,0,2
1,0,0,72,38,0,0,2
0,0,0,72,38,0,0,2
0,0,0,72,20,0,1,0
1,0,0,72,20,0,1,0
1,0,0,72,20,0,1,0
1,0,0,72,20,0,1,0
1,0,0,72,20,0,1,0
1,1,0,212,20,0,1,0
1,0,0,212,212,0,0,1
1,1,0,198,212,0,0,1
1,0,0,198,212,0,0,2
1,1,0,54,212,0,0,2
1,0,0,54,212,0,0,3
1,0,1,54,212,0,0,3
1,0,0,54,198,0,0,2
1,0,1,54,198,0,0,2
1,0,0,54,54,0,0,1
1,0,1,54,54,0,0,1
1,0,0,54,38,0,1,0
1,1,0,15,38,0,1,0
1,0,0,15,15,0,0,1
1,0,0,15,15,0,0,1
1,0,0,15,15,0,0,1
1,0,0,15,15,0,0,1
