int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,116,208,0,0,2
1,0,0,116,208,0,0,2
0,0,0,116,208,0,0,2
0,0,0,116,77,0,1,0
1,0,0,116,77,0,1,0
1,0,0,116,77,0,1,0
1,0,0,116,77,0,1,0
1,0,0,116,77,0,1,0
1,1,0,48,77,0,1,0
1,0,0,48,48,0,0,1
0,0,0,48,48,0,0,1
0,0,0,48,48,0,1,0
1,0,0,48,48,0,1,0
1,0,0,48,48,0,1,0
1,0,0,48,48,0,1,0
1,0,0,48,48,0,1,0
1,0,0,48,48,0,1,0
1,1,0,189,48,0,1,0
1,0,0,189,189,0,0,1
0,0,0,189,189,0,0,1
1,0,0,189,189,0,1,0
1,0,0,189,189,0,1,0
1,0,0,189,189,0,1,0
1,0,0,189,189,0,1,0
1,0,0,189,189,0,1,0
1,0,0,189,189,0,1,0
1,0,0,189,189,0,1,0
1,0,0,189,189,0,1,0
1,0,0,189,189,0,1,0
