int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,159,208,0,0,6
1,0,0,159,208,0,0,6
0,0,0,159,208,0,0,6
0,0,0,159,159,0,1,0
1,0,0,159,159,0,1,0
1,0,0,159,159,0,1,0
1,0,0,159,159,0,1,0
1,0,0,159,159,0,1,0
1,1,0,196,159,0,1,0
1,0,0,196,196,0,0,1
1,0,1,196,196,0,0,1
1,0,0,196,73,0,1,0
1,0,0,196,73,0,1,0
1,0,0,196,73,0,1,0
1,0,0,196,73,0,1,0
1,0,0,196,73,0,1,0
1,0,0,196,73,0,1,0
1,0,0,196,73,0,1,0
0,0,0,196,73,0,1,0
0,0,0,196,196,0,1,0
1,0,0,196,196,0,1,0
1,0,0,196,196,0,1,0
1,0,0,196,196,0,1,0
1,0,0,196,196,0,1,0
1,0,0,196,196,0,1,0
1,1,0,204,196,0,1,0
1,0,0,204,204,0,0,1
1,0,1,204,204,0,0,1
1,0,0,204,73,0,1,0
1,1,0,169,73,0,1,0
1,0,0,169,169,0,0,1
1,0,1,169,169,0,0,1
1,0,0,169,17,0,1,0
1,0,0,169,17,0,1,0
1,0,0,169,17,0,1,0
1,0,0,169,17,0,1,0
0,0,0,169,17,0,1,0
1,0,0,169,204,0,1,0
1,0,0,169,204,0,1,0
1,0,0,169,204,0,1,0
1,0,0,169,204,0,1,0
1,0,0,169,204,0,1,0
1,0,0,169,204,0,1,0
1,0,0,169,204,0,1,0
1,1,0,37,204,0,1,0
1,0,0,37,37,0,0,1
