int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,1,0,108,222,0,0,2
1,0,0,108,222,0,0,3
0,0,0,108,222,0,0,3
0,0,0,108,222,0,1,0
1,0,0,108,222,0,1,0
1,0,0,108,222,0,1,0
1,0,0,108,222,0,1,0
1,0,0,108,222,0,1,0
0,0,0,108,222,0,1,0
1,0,0,108,222,0,1,0
1,0,0,108,222,0,1,0
1,0,0,108,222,0,1,0
0,0,0,108,222,0,1,0
0,0,0,108,222,0,1,0
1,0,0,108,222,0,1,0
1,0,0,108,222,0,1,0
1,0,0,108,222,0,1,0
1,0,0,108,222,0,1,0
1,1,0,185,222,0,1,0
1,0,0,185,185,0,0,1
1,1,0,219,185,0,0,1
1,0,0,219,185,0,0,2
1,1,0,162,185,0,0,2
