int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,227,227,0,0,1
1,0,0,227,227,0,0,1
1,1,1,52,227,0,0,1
1,0,0,52,52,0,0,1
1,0,1,52,52,0,0,1
1,0,0,52,39,0,1,0
1,1,0,35,39,0,1,0
1,0,0,35,35,0,0,1
1,1,0,236,35,0,0,1
1,0,0,236,35,0,0,2
1,1,0,158,35,0,0,2
1,0,0,158,35,0,0,3
1,0,1,158,35,0,0,3
1,0,0,158,236,0,0,2
1,0,1,158,236,0,0,2
1,0,0,158,158,0,0,1
1,0,1,158,158,0,0,1
1,0,0,158,116,0,1,0
1,0,0,158,116,0,1,0
1,0,0,158,116,0,1,0
1,1,0,59,116,0,1,0
1,0,0,59,59,0,0,1
1,1,1,173,59,0,0,1
1,0,0,173,173,0,0,1
1,1,0,79,173,0,0,1
1,0,0,79,173,0,0,2
1,0,1,79,173,0,0,2
1,0,0,79,79,0,0,1
1,0,1,79,79,0,0,1
1,0,0,79,227,0,1,0
1,0,0,79,227,0,1,0
1,0,0,79,227,0,1,0
1,0,0,79,227,0,1,0
1,0,0,79,227,0,1,0
1,0,0,79,227,0,1,0
1,0,0,79,227,0,1,0
0,0,0,79,227,0,1,0
0,0,0,79,158,0,1,0
1,0,0,79,158,0,1,0
1,0,0,79,158,0,1,0
1,0,0,79,158,0,1,0
1,0,0,79,158,0,1,0
0,0,0,79,158,0,1,0
1,0,0,79,158,0,1,0
1,0,0,79,158,0,1,0
1,0,0,79,158,0,1,0
1,0,0,79,158,0,1,0
0,0,0,79,158,0,1,0
0,0,0,79,158,0,1,0
1,0,0,79,158,0,1,0
1,0,0,79,158,0,1,0
1,0,0,79,158,0,1,0
0,0,0,79,158,0,1,0
0,0,0,79,158,0,1,0
1,0,0,79,158,0,1,0
1,0,0,79,158,0,1,0
1,0,0,79,158,0,1,0
1,0,0,79,158,0,1,0
1,0,0,79,158,0,1,0
1,0,0,79,158,0,1,0
1,0,0,79,158,0,1,0
1,1,0,27,158,0,1,0
1,0,0,27,27,0,0,1
1,0,1,27,27,0,0,1
1,0,0,27,59,0,1,0
0,0,0,27,59,0,1,0
1,0,0,27,27,0,1,0
1,0,0,27,27,0,1,0
1,0,0,27,27,0,1,0
1,0,0,27,27,0,1,0
1,0,0,27,27,0,1,0
1,0,0,27,27,0,1,0
1,0,0,27,27,0,1,0
1,0,0,27,27,0,1,0
1,0,0,27,27,0,1,0
