int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,1,0,29,167,0,0,5
1,0,0,29,167,0,0,6
0,0,0,29,167,0,0,6
0,0,0,29,58,0,1,0
1,0,0,29,58,0,1,0
1,0,0,29,58,0,1,0
1,0,0,29,58,0,1,0
1,0,0,29,58,0,1,0
0,0,0,29,58,0,1,0
1,0,0,29,58,0,1,0
1,0,0,29,58,0,1,0
1,0,0,29,58,0,1,0
1,0,0,29,58,0,1,0
0,0,0,29,58,0,1,0
0,0,0,29,58,0,1,0
1,0,0,29,58,0,1,0
1,0,0,29,58,0,1,0
1,0,0,29,58,0,1,0
1,1,0,131,58,0,1,0
1,0,0,131,131,0,0,1
1,1,0,253,131,0,0,1
1,0,0,253,131,0,0,2
1,1,1,68,131,0,0,2
