int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,140,140,0,0,1
1,0,0,140,140,0,0,1
1,1,1,10,140,0,0,1
1,0,0,10,10,0,0,1
0,0,0,10,10,0,0,1
1,0,0,10,140,0,1,0
1,0,0,10,140,0,1,0
1,0,0,10,140,0,1,0
1,0,0,10,140,0,1,0
1,0,0,10,140,0,1,0
1,1,0,221,140,0,1,0
1,0,0,221,221,0,0,1
1,0,1,221,221,0,0,1
1,0,0,221,10,0,1,0
1,0,0,221,10,0,1,0
1,0,0,221,10,0,1,0
1,0,0,221,10,0,1,0
1,0,0,221,10,0,1,0
0,0,0,221,10,0,1,0
0,0,0,221,221,0,1,0
1,0,0,221,221,0,1,0
1,0,0,221,221,0,1,0
1,0,0,221,221,0,1,0
1,0,0,221,221,0,1,0
1,0,0,221,221,0,1,0
1,0,0,221,221,0,1,0
1,1,0,20,221,0,1,0
1,0,0,20,20,0,0,1
1,0,1,20,20,0,0,1
1,0,0,20,10,0,1,0
1,0,0,20,10,0,1,0
1,0,0,20,10,0,1,0
1,0,0,20,10,0,1,0
1,0,0,20,10,0,1,0
1,0,0,20,10,0,1,0
0,0,0,20,10,0,1,0
0,0,0,20,20,0,1,0
1,0,0,20,20,0,1,0
1,0,0,20,20,0,1,0
1,0,0,20,20,0,1,0
1,0,0,20,20,0,1,0
1,0,0,20,20,0,1,0
1,0,0,20,20,0,1,0
1,0,0,20,20,0,1,0
1,1,0,166,20,0,1,0
1,0,0,166,166,0,0,1
