int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,1,0,126,207,0,0,1
1,0,0,126,207,0,0,2
1,0,1,126,207,0,0,2
1,0,0,126,126,0,0,1
1,0,1,126,126,0,0,1
1,0,0,126,87,0,1,0
1,0,0,126,87,0,1,0
1,0,0,126,87,0,1,0
1,1,0,75,87,0,1,0
1,0,0,75,75,0,0,1
1,1,1,43,75,0,0,1
1,0,0,43,43,0,0,1
1,1,1,32,43,0,0,1
1,0,0,32,32,0,0,1
1,0,1,32,32,0,0,1
1,0,0,32,248,0,1,0
1,0,0,32,248,0,1,0
1,0,0,32,248,0,1,0
1,0,0,32,248,0,1,0
1,0,0,32,248,0,1,0
1,0,0,32,248,0,1,0
1,0,0,32,248,0,1,0
1,0,0,32,248,0,1,0
1,0,0,32,248,0,1,0
1,0,0,32,248,0,1,0
0,0,0,32,248,0,1,0
1,0,0,32,207,0,1,0
1,0,0,32,207,0,1,0
1,0,0,32,207,0,1,0
1,0,0,32,207,0,1,0
0,0,0,32,207,0,1,0
0,0,0,32,207,0,1,0
1,0,0,32,207,0,1,0
1,0,0,32,207,0,1,0
1,0,0,32,207,0,1,0
1,0,0,32,207,0,1,0
1,0,0,32,207,0,1,0
1,0,0,32,207,0,1,0
1,0,0,32,207,0,1,0
1,0,0,32,207,0,1,0
1,0,0,32,207,0,1,0
