int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,1,0,190,60,0,1,0
1,0,0,190,190,0,0,1
1,0,1,190,190,0,0,1
1,0,0,190,15,0,1,0
1,1,0,9,15,0,1,0
1,0,0,9,9,0,0,1
0,0,0,9,9,0,0,1
0,0,0,9,190,0,1,0
1,0,0,9,190,0,1,0
1,0,0,9,190,0,1,0
1,0,0,9,190,0,1,0
1,0,0,9,190,0,1,0
0,0,0,9,190,0,1,0
0,0,0,9,190,0,1,0
1,0,0,9,190,0,1,0
1,0,0,9,190,0,1,0
1,0,0,9,190,0,1,0
1,0,0,9,190,0,1,0
1,0,0,9,190,0,1,0
1,0,0,9,190,0,1,0
1,0,0,9,190,0,1,0
1,0,0,9,190,0,1,0
0,0,0,9,190,0,1,0
0,0,0,9,190,0,1,0
1,0,0,9,190,0,1,0
1,0,0,9,190,0,1,0
1,0,0,9,190,0,1,0
1,0,0,9,190,0,1,0
1,0,0,9,190,0,1,0
1,1,0,114,190,0,1,0
1,0,0,114,114,0,0,1
1,0,1,114,114,0,0,1
1,0,0,114,9,0,1,0
1,0,0,114,9,0,1,0
1,0,0,114,9,0,1,0
1,0,0,114,9,0,1,0
1,0,0,114,9,0,1,0
1,1,0,239,9,0,1,0
1,0,0,239,239,0,0,1
1,1,0,87,239,0,0,1
1,0,0,87,239,0,0,2
