int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,1,0,105,83,0,0,3
1,0,0,105,83,0,0,4
0,0,0,105,83,0,0,4
0,0,0,105,83,0,1,0
1,0,0,105,83,0,1,0
1,0,0,105,83,0,1,0
1,0,0,105,83,0,1,0
1,0,0,105,83,0,1,0
1,1,0,188,83,0,1,0
1,0,0,188,188,0,0,1
1,0,1,188,188,0,0,1
1,0,0,188,189,0,1,0
0,0,0,188,189,0,1,0
0,0,0,188,188,0,1,0
1,0,0,188,188,0,1,0
1,0,0,188,188,0,1,0
1,0,0,188,188,0,1,0
1,0,0,188,188,0,1,0
1,0,0,188,188,0,1,0
0,0,0,188,188,0,1,0
1,0,0,188,188,0,1,0
1,0,0,188,188,0,1,0
1,0,0,188,188,0,1,0
1,0,0,188,188,0,1,0
1,0,0,188,188,0,1,0
1,0,0,188,188,0,1,0
1,0,0,188,188,0,1,0
1,0,0,188,188,0,1,0
0,0,0,188,188,0,1,0
0,0,0,188,188,0,1,0
1,0,0,188,188,0,1,0
1,0,0,188,188,0,1,0
1,0,0,188,188,0,1,0
0,0,0,188,188,0,1,0
1,0,0,188,188,0,1,0
1,0,0,188,188,0,1,0
1,0,0,188,188,0,1,0
1,0,0,188,188,0,1,0
1,0,0,188,188,0,1,0
1,0,0,188,188,0,1,0
1,0,0,188,188,0,1,0
1,1,0,70,188,0,1,0
1,0,0,70,70,0,0,1
