int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,50,143,0,0,2
1,0,0,50,143,0,0,2
1,0,1,50,143,0,0,2
1,0,0,50,50,0,0,1
1,0,1,50,50,0,0,1
1,0,0,50,160,0,1,0
0,0,0,50,160,0,1,0
0,0,0,50,143,0,1,0
1,0,0,50,143,0,1,0
1,0,0,50,143,0,1,0
1,1,0,20,143,0,1,0
1,0,0,20,20,0,0,1
1,0,0,20,20,0,0,1
1,0,0,20,20,0,0,1
1,0,0,20,20,0,0,1
1,0,0,20,20,0,0,1
1,0,0,20,20,0,0,1
1,0,1,20,20,0,0,1
1,0,0,20,50,0,1,0
1,0,0,20,50,0,1,0
1,0,0,20,50,0,1,0
1,0,0,20,50,0,1,0
1,0,0,20,50,0,1,0
1,1,0,14,50,0,1,0
1,0,0,14,14,0,0,1
1,0,1,14,14,0,0,1
1,0,0,14,160,0,1,0
1,0,0,14,160,0,1,0
1,0,0,14,160,0,1,0
1,1,0,9,160,0,1,0
1,0,0,9,9,0,0,1
1,1,0,38,9,0,0,1
1,0,0,38,9,0,0,2
1,1,1,72,9,0,0,2
