int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,255,229,0,0,7
1,0,1,255,229,0,0,7
1,0,0,255,117,0,0,6
1,0,1,255,117,0,0,6
1,0,0,255,193,0,0,5
0,0,0,255,193,0,0,5
0,0,0,255,133,0,1,0
1,0,0,255,133,0,1,0
1,0,0,255,133,0,1,0
1,0,0,255,133,0,1,0
1,0,0,255,133,0,1,0
1,0,0,255,133,0,1,0
1,0,0,255,133,0,1,0
1,0,0,255,133,0,1,0
1,0,0,255,133,0,1,0
1,1,0,172,133,0,1,0
1,0,0,172,172,0,0,1
1,0,1,172,172,0,0,1
1,0,0,172,194,0,1,0
1,1,0,106,194,0,1,0
1,0,0,106,106,0,0,1
1,1,0,26,106,0,0,1
1,0,0,26,106,0,0,2
1,1,0,210,106,0,0,2
1,0,0,210,106,0,0,3
0,0,0,210,106,0,0,3
1,0,0,210,172,0,1,0
1,0,0,210,172,0,1,0
1,0,0,210,172,0,1,0
1,0,0,210,172,0,1,0
1,0,0,210,172,0,1,0
1,0,0,210,172,0,1,0
1,1,0,128,172,0,1,0
1,0,0,128,128,0,0,1
1,1,0,238,128,0,0,1
