int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,157,103,0,0,3
1,0,1,157,103,0,0,3
1,0,0,157,170,0,0,2
1,0,1,157,170,0,0,2
1,0,0,157,157,0,0,1
0,0,0,157,157,0,0,1
0,0,0,157,121,0,1,0
1,0,0,157,121,0,1,0
1,0,0,157,121,0,1,0
0,0,0,157,121,0,1,0
1,0,0,157,121,0,1,0
1,0,0,157,121,0,1,0
0,0,0,157,121,0,1,0
1,0,0,157,121,0,1,0
1,0,0,157,121,0,1,0
1,0,0,157,121,0,1,0
1,0,0,157,121,0,1,0
1,0,0,157,121,0,1,0
1,0,0,157,121,0,1,0
1,0,0,157,121,0,1,0
1,0,0,157,121,0,1,0
1,0,0,157,121,0,1,0
