int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,111,165,0,0,3
1,0,1,111,165,0,0,3
1,0,0,111,134,0,0,2
1,0,1,111,134,0,0,2
1,0,0,111,111,0,0,1
1,0,1,111,111,0,0,1
1,0,0,111,159,0,1,0
1,0,0,111,159,0,1,0
1,0,0,111,159,0,1,0
1,0,0,111,159,0,1,0
0,0,0,111,159,0,1,0
1,0,0,111,111,0,1,0
1,0,0,111,111,0,1,0
1,0,0,111,111,0,1,0
1,0,0,111,111,0,1,0
1,0,0,111,111,0,1,0
1,0,0,111,111,0,1,0
1,1,0,204,111,0,1,0
1,0,0,204,204,0,0,1
1,0,1,204,204,0,0,1
1,0,0,204,159,0,1,0
1,1,0,41,159,0,1,0
1,0,0,41,41,0,0,1
1,0,1,41,41,0,0,1
1,0,0,41,127,0,1,0
1,0,0,41,127,0,1,0
1,0,0,41,127,0,1,0
1,0,0,41,127,0,1,0
1,0,0,41,127,0,1,0
1,0,0,41,127,0,1,0
1,0,0,41,127,0,1,0
1,0,0,41,127,0,1,0
0,0,0,41,127,0,1,0
1,0,0,41,204,0,1,0
1,0,0,41,204,0,1,0
1,0,0,41,204,0,1,0
1,0,0,41,204,0,1,0
1,0,0,41,204,0,1,0
1,1,0,252,204,0,1,0
1,0,0,252,252,0,0,1
1,0,0,252,252,0,0,1
1,1,0,234,252,0,0,1
