int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,93,132,0,0,2
1,0,0,93,132,0,0,2
0,0,0,93,132,0,0,2
1,0,0,93,223,0,1,0
1,0,0,93,223,0,1,0
1,0,0,93,223,0,1,0
1,0,0,93,223,0,1,0
1,1,0,117,223,0,1,0
1,0,0,117,117,0,0,1
1,0,1,117,117,0,0,1
1,0,0,117,132,0,1,0
0,0,0,117,132,0,1,0
1,0,0,117,117,0,1,0
1,0,0,117,117,0,1,0
1,0,0,117,117,0,1,0
1,0,0,117,117,0,1,0
1,0,0,117,117,0,1,0
1,0,0,117,117,0,1,0
1,0,0,117,117,0,1,0
1,1,0,208,117,0,1,0
1,0,0,208,208,0,0,1
