int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,1,0,216,71,0,0,6
1,0,0,216,71,0,0,7
1,0,1,216,71,0,0,7
1,0,0,216,218,0,0,6
0,0,0,216,218,0,0,6
0,0,0,216,115,0,1,0
1,0,0,216,115,0,1,0
1,0,0,216,115,0,1,0
1,0,0,216,115,0,1,0
1,0,0,216,115,0,1,0
0,0,0,216,115,0,1,0
1,0,0,216,115,0,1,0
1,0,0,216,115,0,1,0
1,0,0,216,115,0,1,0
1,0,0,216,115,0,1,0
1,0,0,216,115,0,1,0
1,0,0,216,115,0,1,0
1,0,0,216,115,0,1,0
1,1,0,32,115,0,1,0
1,0,0,32,32,0,0,1
1,0,1,32,32,0,0,1
1,0,0,32,216,0,1,0
1,0,0,32,216,0,1,0
1,0,0,32,216,0,1,0
1,0,0,32,216,0,1,0
1,0,0,32,216,0,1,0
1,0,0,32,216,0,1,0
1,1,0,78,216,0,1,0
1,0,0,78,78,0,0,1
1,0,0,78,78,0,0,1
