int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,0,151,0,0,2
1,0,0,0,151,0,0,2
1,0,1,0,151,0,0,2
1,0,0,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,0,0,228,0,1,0
1,1,0,227,228,0,1,0
1,0,0,227,227,0,0,1
0,0,0,227,227,0,0,1
0,0,0,227,151,0,1,0
1,0,0,227,151,0,1,0
1,0,0,227,151,0,1,0
1,0,0,227,151,0,1,0
1,0,0,227,151,0,1,0
1,0,0,227,151,0,1,0
0,0,0,227,151,0,1,0
1,0,0,227,151,0,1,0
1,0,0,227,151,0,1,0
1,0,0,227,151,0,1,0
1,0,0,227,151,0,1,0
1,0,0,227,151,0,1,0
1,0,0,227,151,0,1,0
1,0,0,227,151,0,1,0
1,0,0,227,151,0,1,0
1,0,0,227,151,0,1,0
