int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,209,200,0,0,4
1,0,0,209,200,0,0,4
0,0,0,209,200,0,0,4
0,0,0,209,200,0,1,0
1,0,0,209,200,0,1,0
1,0,0,209,200,0,1,0
1,0,0,209,200,0,1,0
1,0,0,209,200,0,1,0
1,0,0,209,200,0,1,0
1,0,0,209,200,0,1,0
1,0,0,209,200,0,1,0
0,0,0,209,200,0,1,0
0,0,0,209,200,0,1,0
1,0,0,209,200,0,1,0
1,0,0,209,200,0,1,0
1,0,0,209,200,0,1,0
1,0,0,209,200,0,1,0
1,0,0,209,200,0,1,0
1,1,0,38,200,0,1,0
1,0,0,38,38,0,0,1
1,1,0,76,38,0,0,1
1,0,0,76,38,0,0,2
